Student_ID,School_ID,State,District,Area,Gender,Caste,Age,Standard,Annual_Family_Income_INR,Attendance_Percent,Distance_From_School_KM,Dropout_Status,Dropout_Reason
STU00749,SCH1218,Madhya Pradesh,Bhopal,Urban,Female,OBC,10,4,75000,93,0.2,No,None
STU00750,SCH1142,Uttar Pradesh,Kanpur,Rural,Female,SC,12,7,50000,97,8.9,Yes,Lack of Interest
STU00751,SCH1249,Rajasthan,Jaipur,Urban,Female,SC,15,11,300000,100,0.2,No,None
STU00752,SCH1065,Rajasthan,Udaipur,Rural,Female,SC,11,5,200000,81,1.3,No,None
STU00753,SCH1243,Madhya Pradesh,Jabalpur,Urban,Female,OBC,14,9,75000,59,3.5,Yes,Poor Academic Performance
STU00754,SCH1019,Rajasthan,Jaipur,Rural,Female,OBC,17,12,50000,78,1.5,Yes,Lack of Transport
STU00755,SCH1045,Uttar Pradesh,Aligarh,Semi-Urban,Female,OBC,16,12,500000,89,3.5,No,None
STU00756,SCH1090,Madhya Pradesh,Jabalpur,Urban,Male,General,11,6,150000,92,5.3,No,None
STU00757,SCH1111,Rajasthan,Jodhpur,Urban,Female,SC,17,12,150000,65,1.6,Yes,Poverty
STU00758,SCH1028,Uttar Pradesh,Aligarh,Rural,Female,General,18,12,50000,72,3.4,Yes,Poverty
STU00759,SCH1238,Uttar Pradesh,Kanpur,Urban,Male,OBC,16,12,150000,59,2.7,No,None
STU00760,SCH1097,Gujarat,Surat,Semi-Urban,Female,OBC,13,7,75000,66,0.3,Yes,Poverty
STU00761,SCH1175,Madhya Pradesh,Gwalior,Rural,Female,OBC,18,12,500000,73,1.9,No,None
STU00762,SCH1214,Rajasthan,Udaipur,Urban,Female,SC,18,12,150000,64,4.4,No,None
STU00763,SCH1245,Madhya Pradesh,Indore,Urban,Male,OBC,17,11,75000,79,3.7,No,None
STU00764,SCH1125,Maharashtra,Nagpur,Semi-Urban,Male,OBC,17,12,75000,81,5.4,Yes,Lack of Interest
STU00765,SCH1015,Uttar Pradesh,Lucknow,Urban,Female,General,16,12,100000,52,3.2,Yes,Family Issues
STU00766,SCH1231,Madhya Pradesh,Indore,Rural,Female,General,11,6,200000,95,6.2,Yes,Poverty
STU00767,SCH1230,Uttar Pradesh,Aligarh,Urban,Female,General,16,10,75000,93,4.8,Yes,Family Issues
STU00768,SCH1234,Rajasthan,Jodhpur,Semi-Urban,Male,ST,12,8,100000,94,3.6,No,None
STU00769,SCH1117,Rajasthan,Jodhpur,Semi-Urban,Female,OBC,12,6,150000,67,5.9,No,None
STU00770,SCH1212,Maharashtra,Nashik,Urban,Male,SC,9,4,150000,72,2.3,No,None
STU00771,SCH1105,Rajasthan,Kota,Urban,Male,General,7,2,200000,83,2.3,No,None
STU00772,SCH1118,Uttar Pradesh,Kanpur,Rural,Male,ST,8,3,150000,80,0.2,No,None
STU00773,SCH1105,Maharashtra,Nagpur,Urban,Female,SC,15,9,100000,100,1.4,No,None
STU00774,SCH1129,Maharashtra,Nagpur,Semi-Urban,Male,OBC,12,6,100000,77,9.1,No,None
STU00775,SCH1200,Rajasthan,Jodhpur,Rural,Other,OBC,17,11,200000,59,1.5,Yes,Poverty
STU00776,SCH1024,Maharashtra,Nashik,Semi-Urban,Female,OBC,18,12,150000,95,2.7,No,None
STU00777,SCH1140,Madhya Pradesh,Jabalpur,Rural,Male,OBC,10,6,100000,81,2.3,No,None
STU00778,SCH1194,Gujarat,Rajkot,Rural,Male,OBC,17,12,300000,88,4.8,No,None
STU00779,SCH1023,Uttar Pradesh,Agra,Rural,Male,OBC,11,6,150000,64,4.9,No,None
STU00780,SCH1143,Gujarat,Surat,Rural,Male,General,12,7,150000,55,2.3,Yes,Family Issues
STU00781,SCH1233,Gujarat,Rajkot,Rural,Female,OBC,8,4,150000,61,0.2,No,None
STU00782,SCH1060,Maharashtra,Pune,Rural,Female,SC,11,7,50000,92,5.6,Yes,Lack of Transport
STU00783,SCH1149,Madhya Pradesh,Gwalior,Rural,Female,OBC,15,10,300000,48,3.4,Yes,Lack of Interest
STU00784,SCH1200,Rajasthan,Udaipur,Rural,Female,General,8,2,100000,92,4.4,No,None
STU00785,SCH1046,Rajasthan,Udaipur,Urban,Male,OBC,14,9,100000,66,2.3,No,None
STU00786,SCH1209,Uttar Pradesh,Kanpur,Semi-Urban,Female,OBC,14,10,200000,76,1.6,No,None
STU00787,SCH1158,Rajasthan,Jodhpur,Rural,Male,OBC,11,6,100000,69,4.3,No,None
STU00788,SCH1054,Gujarat,Surat,Rural,Female,General,11,5,75000,78,1.4,No,None
STU00789,SCH1052,Rajasthan,Udaipur,Urban,Male,ST,12,7,200000,64,2.5,No,None
STU00790,SCH1180,Madhya Pradesh,Gwalior,Urban,Female,SC,13,8,150000,70,4.6,No,None
STU00791,SCH1103,Rajasthan,Udaipur,Urban,Female,OBC,13,8,200000,46,3.3,No,None
STU00792,SCH1044,Madhya Pradesh,Indore,Rural,Male,General,13,8,200000,95,6.7,No,None
STU00793,SCH1203,Rajasthan,Jaipur,Urban,Female,OBC,9,4,500000,72,5.3,No,None
STU00794,SCH1104,Maharashtra,Pune,Rural,Female,General,8,4,150000,43,0.7,No,None
STU00795,SCH1170,Madhya Pradesh,Indore,Urban,Male,OBC,14,10,50000,75,2.9,Yes,Poverty
STU00796,SCH1199,Madhya Pradesh,Indore,Rural,Male,SC,11,5,75000,100,8.3,Yes,Poverty
STU00797,SCH1163,Gujarat,Rajkot,Rural,Male,SC,11,7,150000,58,6.8,Yes,Poverty
STU00798,SCH1033,Uttar Pradesh,Lucknow,Rural,Male,OBC,16,11,75000,89,0.2,Yes,Lack of Interest
STU00799,SCH1056,Rajasthan,Kota,Rural,Male,OBC,13,8,75000,60,2.6,Yes,Poverty
STU00800,SCH1048,Maharashtra,Aurangabad,Urban,Female,OBC,6,1,100000,77,3.4,No,None
STU00801,SCH1172,Uttar Pradesh,Lucknow,Rural,Male,General,18,12,75000,100,5.1,Yes,Poor Academic Performance
STU00802,SCH1103,Maharashtra,Nashik,Rural,Male,OBC,16,10,100000,78,3.0,No,None
STU00803,SCH1228,Gujarat,Ahmedabad,Urban,Male,SC,11,7,150000,97,1.8,No,None
STU00804,SCH1098,Madhya Pradesh,Gwalior,Rural,Female,ST,8,3,75000,73,0.6,Yes,Migration
STU00805,SCH1201,Madhya Pradesh,Indore,Rural,Female,SC,9,4,300000,80,0.2,No,None
STU00806,SCH1054,Maharashtra,Pune,Rural,Female,General,6,1,150000,79,5.9,No,None
STU00807,SCH1120,Madhya Pradesh,Jabalpur,Rural,Female,OBC,6,1,100000,91,1.5,No,None
STU00808,SCH1156,Rajasthan,Udaipur,Rural,Female,OBC,8,4,150000,100,5.0,No,None
STU00809,SCH1121,Rajasthan,Jaipur,Semi-Urban,Female,General,10,4,300000,100,4.0,No,None
STU00810,SCH1187,Maharashtra,Pune,Urban,Female,OBC,9,3,100000,95,2.9,No,None
STU00811,SCH1062,Maharashtra,Nashik,Urban,Female,SC,8,3,150000,98,3.6,No,None
STU00812,SCH1018,Uttar Pradesh,Aligarh,Rural,Female,OBC,18,12,200000,63,3.0,No,None
STU00813,SCH1183,Gujarat,Rajkot,Rural,Male,OBC,17,11,500000,98,3.7,No,None
STU00814,SCH1047,Uttar Pradesh,Agra,Rural,Female,OBC,10,6,100000,75,3.6,No,None
STU00815,SCH1151,Uttar Pradesh,Aligarh,Rural,Female,OBC,7,1,100000,90,5.3,No,None
STU00816,SCH1021,Madhya Pradesh,Bhopal,Rural,Male,SC,8,2,300000,90,2.5,No,None
STU00817,SCH1070,Gujarat,Rajkot,Semi-Urban,Male,OBC,13,8,200000,100,3.8,No,None
STU00818,SCH1093,Gujarat,Surat,Rural,Male,General,11,7,75000,93,4.0,Yes,Child Labour
STU00819,SCH1173,Uttar Pradesh,Kanpur,Semi-Urban,Male,OBC,6,1,300000,100,2.4,No,None
STU00820,SCH1171,Gujarat,Rajkot,Rural,Male,OBC,12,8,150000,100,4.8,No,None
STU00821,SCH1152,Gujarat,Surat,Rural,Male,OBC,7,3,75000,78,4.9,No,None
STU00822,SCH1075,Maharashtra,Pune,Rural,Female,OBC,18,12,75000,100,0.3,Yes,Poor Academic Performance
STU00823,SCH1093,Madhya Pradesh,Indore,Rural,Male,ST,6,2,200000,84,3.2,No,None
STU00824,SCH1218,Maharashtra,Pune,Urban,Male,SC,10,6,50000,51,1.4,Yes,Poor Academic Performance
STU00825,SCH1013,Madhya Pradesh,Jabalpur,Urban,Male,General,8,2,150000,81,3.5,No,None
STU00826,SCH1112,Uttar Pradesh,Kanpur,Rural,Female,SC,17,12,300000,84,8.8,Yes,Migration
STU00827,SCH1112,Maharashtra,Pune,Rural,Female,SC,7,2,300000,73,3.3,No,None
STU00828,SCH1140,Madhya Pradesh,Jabalpur,Rural,Male,OBC,15,10,100000,49,12.4,Yes,Poverty
STU00829,SCH1096,Maharashtra,Nashik,Urban,Female,General,8,3,200000,83,0.9,No,None
STU00830,SCH1014,Gujarat,Vadodara,Urban,Female,General,11,6,100000,77,2.0,No,None
STU00831,SCH1083,Maharashtra,Nagpur,Urban,Female,General,13,9,200000,60,1.6,No,None
STU00832,SCH1050,Uttar Pradesh,Agra,Rural,Male,SC,15,10,150000,66,3.3,Yes,Family Issues
STU00833,SCH1240,Madhya Pradesh,Gwalior,Urban,Female,OBC,12,7,150000,87,3.2,No,None
STU00834,SCH1246,Rajasthan,Udaipur,Semi-Urban,Female,SC,13,8,100000,93,0.2,No,None
STU00835,SCH1072,Maharashtra,Pune,Urban,Female,ST,18,12,75000,96,3.5,Yes,Health Issues
STU00836,SCH1008,Uttar Pradesh,Kanpur,Semi-Urban,Female,OBC,10,5,150000,100,7.2,No,None
STU00837,SCH1142,Uttar Pradesh,Aligarh,Rural,Male,SC,16,12,100000,66,5.2,Yes,Family Issues
STU00838,SCH1171,Maharashtra,Nagpur,Rural,Male,OBC,16,10,75000,88,7.7,Yes,Lack of Transport
STU00839,SCH1144,Madhya Pradesh,Gwalior,Semi-Urban,Female,General,14,8,200000,83,5.8,No,None
STU00840,SCH1211,Maharashtra,Nashik,Urban,Female,SC,17,11,300000,47,4.0,Yes,Migration
STU00841,SCH1039,Madhya Pradesh,Jabalpur,Rural,Male,SC,13,9,75000,62,8.7,Yes,Family Issues
STU00842,SCH1200,Gujarat,Vadodara,Rural,Male,OBC,9,4,100000,62,6.1,Yes,Child Labour
STU00843,SCH1126,Madhya Pradesh,Bhopal,Rural,Male,OBC,7,2,50000,56,5.7,Yes,Migration
STU00844,SCH1100,Uttar Pradesh,Lucknow,Urban,Female,General,8,3,50000,74,2.8,No,None
STU00845,SCH1003,Madhya Pradesh,Gwalior,Rural,Male,SC,11,7,50000,66,3.4,Yes,Child Labour
STU00846,SCH1058,Madhya Pradesh,Jabalpur,Semi-Urban,Female,OBC,12,7,200000,83,5.4,No,None
STU00847,SCH1084,Rajasthan,Kota,Rural,Female,OBC,10,5,500000,85,0.2,No,None
STU00848,SCH1036,Gujarat,Surat,Semi-Urban,Male,General,12,7,200000,86,0.5,No,None
STU00849,SCH1149,Uttar Pradesh,Kanpur,Semi-Urban,Male,OBC,17,11,150000,97,0.7,No,None
STU00850,SCH1048,Gujarat,Rajkot,Urban,Female,SC,6,1,200000,49,6.4,No,None
STU00851,SCH1195,Maharashtra,Nagpur,Rural,Female,OBC,17,12,50000,100,1.0,Yes,Child Labour
STU00852,SCH1069,Uttar Pradesh,Lucknow,Urban,Male,General,12,7,100000,55,2.0,No,None
STU00853,SCH1082,Madhya Pradesh,Bhopal,Urban,Female,OBC,17,12,50000,100,1.8,Yes,Poverty
STU00854,SCH1203,Gujarat,Vadodara,Rural,Male,OBC,11,6,50000,78,5.8,Yes,Poverty
STU00855,SCH1218,Madhya Pradesh,Jabalpur,Rural,Male,OBC,7,1,500000,70,5.5,No,None
STU00856,SCH1115,Rajasthan,Kota,Semi-Urban,Female,General,10,4,100000,76,2.8,No,None
STU00857,SCH1188,Uttar Pradesh,Aligarh,Urban,Male,General,14,9,75000,70,4.6,Yes,Lack of Interest
STU00858,SCH1178,Maharashtra,Nagpur,Urban,Male,ST,16,11,150000,70,3.6,No,None
STU00859,SCH1100,Madhya Pradesh,Bhopal,Rural,Female,General,9,5,200000,77,2.9,No,None
STU00860,SCH1010,Gujarat,Vadodara,Rural,Male,General,16,11,100000,77,5.9,Yes,Poverty
STU00861,SCH1022,Madhya Pradesh,Jabalpur,Semi-Urban,Male,General,11,6,200000,72,0.4,No,None
STU00862,SCH1118,Gujarat,Rajkot,Urban,Female,SC,11,7,300000,95,7.2,No,None
STU00863,SCH1088,Gujarat,Surat,Rural,Female,SC,18,12,75000,91,6.1,Yes,Lack of Interest
STU00864,SCH1121,Gujarat,Vadodara,Semi-Urban,Male,General,10,5,100000,45,2.9,No,None
STU00865,SCH1101,Madhya Pradesh,Indore,Semi-Urban,Male,OBC,8,4,50000,61,2.6,No,None
STU00866,SCH1040,Madhya Pradesh,Gwalior,Rural,Female,ST,15,10,200000,93,2.0,Yes,Family Issues
STU00867,SCH1136,Rajasthan,Jodhpur,Rural,Female,SC,11,6,150000,68,1.2,No,None
STU00868,SCH1131,Madhya Pradesh,Jabalpur,Rural,Female,General,15,10,200000,87,0.2,No,None
STU00869,SCH1237,Maharashtra,Aurangabad,Urban,Female,General,11,5,200000,74,7.2,No,None
STU00870,SCH1249,Madhya Pradesh,Jabalpur,Rural,Female,General,13,8,100000,98,2.4,No,None
STU00871,SCH1050,Rajasthan,Udaipur,Urban,Male,OBC,18,12,100000,47,0.5,No,None
STU00872,SCH1155,Uttar Pradesh,Kanpur,Urban,Male,OBC,9,5,75000,87,8.7,Yes,Family Issues
STU00873,SCH1101,Rajasthan,Jaipur,Semi-Urban,Female,General,15,11,75000,76,0.2,Yes,Child Labour
STU00874,SCH1144,Madhya Pradesh,Indore,Urban,Female,OBC,15,10,100000,68,8.7,Yes,Poverty
STU00875,SCH1072,Rajasthan,Jodhpur,Rural,Male,SC,8,3,150000,93,0.2,No,None
STU00876,SCH1227,Maharashtra,Pune,Urban,Female,OBC,15,11,300000,43,1.6,No,None
STU00877,SCH1059,Gujarat,Rajkot,Urban,Other,General,8,4,50000,86,3.9,No,None
STU00878,SCH1210,Madhya Pradesh,Jabalpur,Urban,Male,SC,12,7,75000,59,4.4,Yes,Migration
STU00879,SCH1200,Rajasthan,Jaipur,Urban,Male,ST,17,12,100000,96,6.9,No,None
STU00880,SCH1063,Maharashtra,Aurangabad,Rural,Male,OBC,18,12,150000,78,4.0,Yes,Poverty
STU00881,SCH1141,Maharashtra,Nashik,Urban,Female,OBC,14,9,100000,61,1.4,No,None
STU00882,SCH1106,Rajasthan,Udaipur,Semi-Urban,Male,OBC,7,3,200000,82,3.5,No,None
STU00883,SCH1249,Rajasthan,Jodhpur,Semi-Urban,Female,OBC,18,12,500000,80,6.0,No,None
STU00884,SCH1080,Rajasthan,Jaipur,Urban,Female,General,10,5,200000,95,1.4,No,None
STU00885,SCH1243,Uttar Pradesh,Agra,Urban,Male,SC,15,10,100000,72,6.0,No,None
STU00886,SCH1233,Rajasthan,Jodhpur,Urban,Male,OBC,11,5,75000,91,3.7,Yes,Poor Academic Performance
STU00887,SCH1057,Gujarat,Ahmedabad,Urban,Female,OBC,12,6,75000,67,5.1,No,None
STU00888,SCH1127,Gujarat,Rajkot,Rural,Male,OBC,18,12,150000,67,7.6,Yes,Lack of Interest
STU00889,SCH1180,Uttar Pradesh,Kanpur,Rural,Male,General,18,12,75000,87,5.4,Yes,Lack of Transport
STU00890,SCH1250,Rajasthan,Jaipur,Urban,Male,OBC,18,12,150000,69,3.0,No,None
STU00891,SCH1186,Maharashtra,Nashik,Urban,Female,OBC,9,5,75000,75,7.6,No,None
STU00892,SCH1151,Madhya Pradesh,Indore,Urban,Female,OBC,13,7,100000,70,3.0,No,None
STU00893,SCH1032,Rajasthan,Jodhpur,Urban,Female,OBC,12,7,200000,62,5.0,No,None
STU00894,SCH1092,Madhya Pradesh,Jabalpur,Rural,Female,OBC,11,6,150000,65,0.2,No,None
STU00895,SCH1066,Rajasthan,Jodhpur,Urban,Female,OBC,15,10,150000,68,10.3,Yes,Poverty
STU00896,SCH1245,Madhya Pradesh,Bhopal,Urban,Female,ST,16,11,100000,100,3.3,No,None
STU00897,SCH1047,Uttar Pradesh,Kanpur,Semi-Urban,Female,OBC,13,9,150000,76,0.2,No,None
STU00898,SCH1183,Gujarat,Surat,Semi-Urban,Male,SC,18,12,300000,69,0.2,No,None
STU00899,SCH1048,Rajasthan,Kota,Semi-Urban,Female,OBC,10,6,50000,96,5.2,No,None
STU00900,SCH1154,Maharashtra,Aurangabad,Urban,Female,General,16,11,75000,93,2.8,Yes,Lack of Transport
STU00901,SCH1241,Rajasthan,Udaipur,Urban,Male,SC,12,7,150000,68,1.4,No,None
STU00902,SCH1072,Maharashtra,Nashik,Rural,Female,OBC,17,12,50000,82,4.3,Yes,Migration
STU00903,SCH1164,Madhya Pradesh,Gwalior,Semi-Urban,Female,SC,12,8,150000,94,0.2,No,None
STU00904,SCH1214,Gujarat,Surat,Rural,Male,General,6,1,75000,60,4.5,Yes,Health Issues
STU00905,SCH1231,Rajasthan,Kota,Urban,Female,ST,8,3,50000,65,2.6,Yes,Poverty
STU00906,SCH1018,Maharashtra,Nashik,Rural,Female,OBC,15,11,50000,57,7.3,Yes,Poverty
STU00907,SCH1017,Maharashtra,Aurangabad,Rural,Male,OBC,13,8,200000,98,0.2,No,None
STU00908,SCH1163,Gujarat,Rajkot,Urban,Male,OBC,12,7,100000,64,4.8,No,None
STU00909,SCH1160,Uttar Pradesh,Lucknow,Rural,Male,General,6,1,100000,81,1.4,No,None
STU00910,SCH1159,Gujarat,Rajkot,Rural,Male,General,13,7,150000,100,4.8,No,None
STU00911,SCH1025,Gujarat,Vadodara,Rural,Female,OBC,11,7,200000,79,7.2,No,None
STU00912,SCH1140,Madhya Pradesh,Bhopal,Urban,Female,OBC,9,5,75000,96,8.8,Yes,Family Issues
STU00913,SCH1179,Uttar Pradesh,Kanpur,Semi-Urban,Male,OBC,6,2,100000,39,1.4,Yes,Lack of Transport
STU00914,SCH1146,Uttar Pradesh,Kanpur,Rural,Male,OBC,12,7,100000,61,3.0,No,None
STU00915,SCH1043,Madhya Pradesh,Jabalpur,Rural,Female,General,6,2,200000,90,1.1,No,None
STU00916,SCH1166,Gujarat,Rajkot,Urban,Male,SC,10,6,50000,64,4.1,Yes,Lack of Transport
STU00917,SCH1131,Gujarat,Ahmedabad,Urban,Female,OBC,18,12,150000,82,2.0,No,None
STU00918,SCH1175,Madhya Pradesh,Indore,Rural,Female,OBC,7,1,100000,72,6.8,No,None
STU00919,SCH1157,Uttar Pradesh,Agra,Urban,Female,SC,11,7,200000,83,0.2,No,None
STU00920,SCH1024,Uttar Pradesh,Lucknow,Urban,Male,SC,14,9,200000,79,3.0,No,None
STU00921,SCH1225,Madhya Pradesh,Jabalpur,Rural,Female,General,15,10,150000,95,6.4,Yes,Poverty
STU00922,SCH1105,Rajasthan,Jodhpur,Rural,Male,OBC,10,4,150000,80,5.3,No,None
STU00923,SCH1081,Uttar Pradesh,Kanpur,Rural,Female,SC,15,10,100000,51,0.3,Yes,Lack of Interest
STU00924,SCH1194,Madhya Pradesh,Bhopal,Rural,Female,General,12,8,50000,95,6.4,Yes,Child Labour
STU00925,SCH1082,Rajasthan,Jaipur,Semi-Urban,Male,SC,17,12,200000,91,1.1,No,None
STU00926,SCH1033,Gujarat,Vadodara,Semi-Urban,Male,OBC,6,1,100000,100,1.5,No,None
STU00927,SCH1146,Madhya Pradesh,Bhopal,Rural,Male,OBC,10,4,500000,84,0.2,No,None
STU00928,SCH1041,Gujarat,Surat,Rural,Female,ST,17,12,75000,100,7.3,Yes,Poverty
STU00929,SCH1212,Gujarat,Rajkot,Urban,Female,General,6,1,100000,56,3.9,No,None
STU00930,SCH1206,Gujarat,Rajkot,Semi-Urban,Female,SC,11,6,500000,76,6.4,No,None
STU00931,SCH1014,Rajasthan,Kota,Rural,Male,ST,17,11,100000,77,3.8,Yes,Migration
STU00932,SCH1146,Uttar Pradesh,Aligarh,Semi-Urban,Male,ST,8,4,300000,91,3.8,No,None
STU00933,SCH1038,Madhya Pradesh,Jabalpur,Rural,Female,OBC,17,12,100000,56,5.6,Yes,Poverty
STU00934,SCH1193,Gujarat,Surat,Urban,Female,General,7,2,300000,70,5.0,No,None
STU00935,SCH1038,Rajasthan,Udaipur,Urban,Female,SC,13,9,100000,58,4.1,Yes,Poverty
STU00936,SCH1026,Madhya Pradesh,Jabalpur,Urban,Female,OBC,16,11,300000,75,1.8,No,None
STU00937,SCH1155,Uttar Pradesh,Kanpur,Semi-Urban,Female,SC,12,6,500000,91,1.0,No,None
STU00938,SCH1157,Maharashtra,Nashik,Semi-Urban,Female,SC,7,3,200000,80,0.2,No,None
STU00939,SCH1111,Maharashtra,Pune,Semi-Urban,Female,OBC,14,9,300000,71,0.9,No,None
STU00940,SCH1179,Maharashtra,Nagpur,Urban,Male,OBC,8,3,100000,68,0.3,No,None
STU00941,SCH1042,Madhya Pradesh,Gwalior,Urban,Male,SC,16,10,300000,55,6.1,Yes,Family Issues
STU00942,SCH1111,Gujarat,Rajkot,Rural,Male,OBC,7,1,75000,89,3.6,Yes,Child Labour
STU00943,SCH1167,Madhya Pradesh,Indore,Urban,Female,OBC,12,6,150000,68,0.2,No,None
STU00944,SCH1190,Maharashtra,Aurangabad,Rural,Male,ST,11,7,500000,60,4.0,No,None
STU00945,SCH1188,Rajasthan,Jodhpur,Rural,Male,SC,10,5,500000,79,2.0,No,None
STU00946,SCH1137,Rajasthan,Kota,Urban,Male,General,17,12,100000,85,6.4,Yes,Family Issues
STU00947,SCH1173,Madhya Pradesh,Gwalior,Rural,Female,OBC,9,4,150000,75,2.9,No,None
STU00948,SCH1043,Madhya Pradesh,Jabalpur,Rural,Male,OBC,11,7,75000,79,1.7,No,None
STU00949,SCH1117,Rajasthan,Kota,Rural,Male,General,17,12,300000,59,3.3,Yes,Poverty
STU00950,SCH1058,Rajasthan,Jodhpur,Urban,Female,OBC,10,5,100000,79,4.9,No,None
STU00951,SCH1078,Rajasthan,Udaipur,Semi-Urban,Male,OBC,18,12,100000,86,0.6,No,None
STU00952,SCH1090,Uttar Pradesh,Agra,Rural,Female,SC,14,8,75000,82,2.9,Yes,Poor Academic Performance
STU00953,SCH1207,Rajasthan,Jodhpur,Urban,Male,SC,12,7,100000,100,6.6,No,None
STU00954,SCH1185,Rajasthan,Udaipur,Rural,Female,SC,14,8,75000,59,2.3,Yes,Lack of Interest
STU00955,SCH1101,Rajasthan,Kota,Semi-Urban,Female,SC,7,2,150000,81,6.4,No,None
STU00956,SCH1201,Gujarat,Rajkot,Urban,Female,OBC,15,9,300000,83,8.8,No,None
STU00957,SCH1191,Gujarat,Rajkot,Urban,Male,OBC,11,5,200000,71,7.5,No,None
STU00958,SCH1146,Maharashtra,Pune,Rural,Male,SC,16,10,75000,84,1.6,Yes,Family Issues
STU00959,SCH1004,Rajasthan,Kota,Rural,Male,General,17,12,300000,69,4.5,Yes,Poverty
STU00960,SCH1178,Madhya Pradesh,Gwalior,Urban,Female,OBC,12,7,150000,58,4.2,No,None
STU00961,SCH1106,Maharashtra,Nashik,Rural,Male,ST,13,8,100000,75,4.4,No,None
STU00962,SCH1124,Uttar Pradesh,Kanpur,Urban,Male,OBC,7,1,150000,78,6.0,No,None
STU00963,SCH1084,Uttar Pradesh,Lucknow,Rural,Male,SC,14,8,75000,71,2.4,Yes,Poverty
STU00964,SCH1030,Rajasthan,Jodhpur,Rural,Male,OBC,14,8,150000,68,1.1,No,None
STU00965,SCH1081,Gujarat,Vadodara,Urban,Female,General,18,12,300000,65,1.3,No,None
STU00966,SCH1077,Gujarat,Ahmedabad,Rural,Male,SC,16,12,75000,93,6.1,Yes,Migration
STU00967,SCH1202,Gujarat,Rajkot,Rural,Male,OBC,18,12,150000,83,2.9,Yes,Family Issues
STU00968,SCH1218,Madhya Pradesh,Jabalpur,Rural,Male,OBC,16,10,100000,68,2.7,Yes,Family Issues
STU00969,SCH1250,Uttar Pradesh,Lucknow,Rural,Male,OBC,12,7,200000,100,6.3,No,None
STU00970,SCH1051,Madhya Pradesh,Bhopal,Rural,Female,General,12,7,200000,66,1.4,No,None
STU00971,SCH1014,Rajasthan,Udaipur,Urban,Female,OBC,15,9,300000,79,6.4,No,None
STU00972,SCH1197,Maharashtra,Nagpur,Urban,Male,SC,12,7,100000,86,3.8,No,None
STU00973,SCH1232,Rajasthan,Udaipur,Urban,Female,ST,12,7,150000,99,0.2,No,None
STU00974,SCH1202,Madhya Pradesh,Indore,Rural,Female,OBC,11,7,100000,71,4.4,No,None
STU00975,SCH1209,Rajasthan,Jodhpur,Rural,Male,SC,14,9,100000,80,2.0,No,None
STU00976,SCH1227,Madhya Pradesh,Jabalpur,Rural,Female,General,8,3,150000,90,0.2,No,None
STU00977,SCH1033,Rajasthan,Jodhpur,Urban,Male,SC,8,4,300000,97,0.2,No,None
STU00978,SCH1041,Gujarat,Surat,Rural,Female,OBC,12,6,200000,49,0.2,Yes,Migration
STU00979,SCH1236,Madhya Pradesh,Indore,Rural,Male,OBC,18,12,75000,88,0.2,Yes,Poor Academic Performance
STU00980,SCH1115,Gujarat,Ahmedabad,Urban,Male,SC,7,2,200000,63,7.8,No,None
STU00981,SCH1240,Rajasthan,Jaipur,Rural,Male,OBC,9,4,500000,79,2.0,No,None
STU00982,SCH1153,Uttar Pradesh,Agra,Urban,Male,SC,7,2,300000,95,4.8,No,None
STU00983,SCH1077,Rajasthan,Udaipur,Urban,Female,ST,14,9,100000,85,6.0,No,None
STU00984,SCH1248,Uttar Pradesh,Lucknow,Urban,Female,OBC,15,10,100000,100,6.5,No,None
STU00985,SCH1250,Gujarat,Ahmedabad,Urban,Male,SC,16,12,200000,51,4.9,Yes,Poverty
STU00986,SCH1224,Uttar Pradesh,Lucknow,Rural,Female,OBC,14,8,200000,67,6.2,Yes,Lack of Transport
STU00987,SCH1075,Uttar Pradesh,Agra,Semi-Urban,Female,OBC,10,5,150000,55,3.6,No,None
STU00988,SCH1247,Uttar Pradesh,Lucknow,Rural,Male,OBC,8,3,500000,85,4.9,No,None
STU00989,SCH1130,Rajasthan,Jaipur,Urban,Female,SC,15,9,300000,34,0.6,Yes,Poverty
STU00990,SCH1172,Uttar Pradesh,Kanpur,Urban,Male,OBC,6,1,50000,96,5.4,No,None
STU00991,SCH1108,Rajasthan,Udaipur,Semi-Urban,Female,SC,16,11,200000,99,1.3,Yes,Poverty
STU00992,SCH1168,Maharashtra,Nashik,Urban,Female,SC,18,12,150000,77,0.2,No,None
STU00993,SCH1102,Madhya Pradesh,Bhopal,Semi-Urban,Female,General,13,7,200000,75,2.6,No,None
STU00994,SCH1077,Madhya Pradesh,Jabalpur,Rural,Female,OBC,17,12,50000,55,7.6,Yes,Child Labour
STU00995,SCH1156,Rajasthan,Jodhpur,Rural,Male,OBC,18,12,100000,79,5.7,Yes,Lack of Transport
STU00996,SCH1057,Rajasthan,Jaipur,Rural,Male,SC,8,3,200000,93,4.3,No,None
STU00997,SCH1195,Uttar Pradesh,Agra,Semi-Urban,Female,General,18,12,150000,94,3.2,No,None
STU00998,SCH1060,Madhya Pradesh,Jabalpur,Rural,Female,SC,17,11,200000,51,2.2,Yes,Poverty
STU00999,SCH1170,Uttar Pradesh,Lucknow,Rural,Female,ST,10,5,100000,83,5.0,No,None
STU01000,SCH1172,Rajasthan,Jaipur,Semi-Urban,Female,SC,7,2,200000,100,2.6,No,None
STU01001,SCH1139,Uttar Pradesh,Lucknow,Rural,Male,OBC,12,6,100000,70,5.7,No,None
